# CWC golden vectors for the variant FromSoftware's Frpg2 clients speak.
# Generated from ref/ds3so Source/ThirdParty/aes_modes/cwc.c (USE_LONGS path),
# which reproduces a real DS2 PS3 client's tag byte-for-byte.
# NOTE: testdata/cwc.1's TAG column is a DIFFERENT variant and must not be
# used to validate tags. Its CTX column is correct.
# fields: klen hlen mlen key iv hdr msg ct tag
16 1 20 101b26313c47525d68737e89949faab5 a1a2a3a4a5a6a7a8a9aaab 07 01060b10151a1f24292e33383d42474c51565b60 73e50782c5361d535579eba08a45fcd996257fb8 d2c557f1c314a324a815e51810e81711
16 1 24 101b26313c47525d68737e89949faab5 a1a2a3a4a5a6a7a8a9aaab 07 01060b10151a1f24292e33383d42474c51565b60656a6f74 73e50782c5361d535579eba08a45fcd996257fb83125589a 568c58eb2204159928ee3364cca3b8b5
16 1 36 101b26313c47525d68737e89949faab5 a1a2a3a4a5a6a7a8a9aaab 07 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 73e50782c5361d535579eba08a45fcd996257fb83125589adc12c4f31e9a77ba9b7d3ec6 018d364577bc42c3530fdcf935e9d7e3
16 8 0 101b26313c47525d68737e89949faab5 a8a9aaabacadaeafb0b1b2 070a0d101316191c - - dc48dd6bec585d1e6eb3a9e226c13885
16 8 1 101b26313c47525d68737e89949faab5 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01 26 625f0c9b5d243e38b50a827ce18bf886
16 8 8 101b26313c47525d68737e89949faab5 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24 26e699602080f10f 065ec1b28324c42607b8308f8148badf
16 8 12 101b26313c47525d68737e89949faab5 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24292e3338 26e699602080f10f617c2ff4 a254537bed6565a2937872a0824f69e1
16 8 20 101b26313c47525d68737e89949faab5 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24292e33383d42474c51565b60 26e699602080f10f617c2ff4e95be91354e5e3f3 dde1ac091c62de396f28093cb90ec3ae
16 8 24 101b26313c47525d68737e89949faab5 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24292e33383d42474c51565b60656a6f74 26e699602080f10f617c2ff4e95be91354e5e3f361968de2 c280330a915cbec04245e09138fb22b5
16 8 36 101b26313c47525d68737e89949faab5 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 26e699602080f10f617c2ff4e95be91354e5e3f361968de2ff6535486004d900ec91cd6a eb80acc4ef377d5a573cc670ddaad979
16 11 0 101b26313c47525d68737e89949faab5 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 - - 668404a911632d901ff5b99be9f1251c
16 11 1 101b26313c47525d68737e89949faab5 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01 10 f13a3d7ffefe61ad96afef85d62047a5
16 11 8 101b26313c47525d68737e89949faab5 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24 1070546e571fbd5d 78924fe7d0d8051a36b1252fe2e7e638
16 11 12 101b26313c47525d68737e89949faab5 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24292e3338 1070546e571fbd5d8f1935b3 6e7060b4afbfba6273d181fd57d5d6fe
16 11 20 101b26313c47525d68737e89949faab5 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24292e33383d42474c51565b60 1070546e571fbd5d8f1935b34ffdfdfe12ddd512 c7cf730542884dd70b8c5e52b022bd1d
16 11 24 101b26313c47525d68737e89949faab5 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24292e33383d42474c51565b60656a6f74 1070546e571fbd5d8f1935b34ffdfdfe12ddd51220ae5d3d 567e79d97fa84dcf1efa117c99b01fba
16 11 36 101b26313c47525d68737e89949faab5 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 1070546e571fbd5d8f1935b34ffdfdfe12ddd51220ae5d3d78504db606db2ebe1feae14b bc08d2e4d68e266cae1a27068adff5d7
16 12 0 101b26313c47525d68737e89949faab5 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 - - a618de5f114fc4f9ca8ef9b7be171476
16 12 1 101b26313c47525d68737e89949faab5 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01 16 707efbf23df018c8fe6f9b0132cf69ad
16 12 8 101b26313c47525d68737e89949faab5 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24 16ad2215c1b72c94 4e9a827061c9825d337c66cddedc5033
16 12 12 101b26313c47525d68737e89949faab5 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24292e3338 16ad2215c1b72c94534094cb 19bd798ecf6bca2b10f4bb965d0c0df9
16 12 20 101b26313c47525d68737e89949faab5 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24292e33383d42474c51565b60 16ad2215c1b72c94534094cb473b7ee0d3015458 9c4c7d7fde84bf94b3d85f47a6f07e40
16 12 24 101b26313c47525d68737e89949faab5 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24292e33383d42474c51565b60656a6f74 16ad2215c1b72c94534094cb473b7ee0d3015458518db90d 00e2b062a2df44cf8ab9566ffb3dfa26
16 12 36 101b26313c47525d68737e89949faab5 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 16ad2215c1b72c94534094cb473b7ee0d3015458518db90d34ab28f9c753ecc5a77fcb53 133707b11cb498970679e57676aaf55a
16 13 0 101b26313c47525d68737e89949faab5 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b - - 986aa4693e2d10dd3e8f0c7a552aa82e
16 13 1 101b26313c47525d68737e89949faab5 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01 d3 388dfcffe2c99dd879d7d3868f9eb2fa
16 13 8 101b26313c47525d68737e89949faab5 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24 d3ea6c33a078ea31 bd195b810d76ef4cefacd75d84935535
16 13 12 101b26313c47525d68737e89949faab5 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24292e3338 d3ea6c33a078ea31d08dddb0 725725aab5f1cb368d04bbfc9a5e28a6
16 13 20 101b26313c47525d68737e89949faab5 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24292e33383d42474c51565b60 d3ea6c33a078ea31d08dddb03f93aa481ec6fbe0 17eb5e7019f6d0bd4b8e4d298fa7169e
16 13 24 101b26313c47525d68737e89949faab5 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24292e33383d42474c51565b60656a6f74 d3ea6c33a078ea31d08dddb03f93aa481ec6fbe01ec74b22 1fbc8d44610c5479ddf011b65f42dd97
16 13 36 101b26313c47525d68737e89949faab5 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 d3ea6c33a078ea31d08dddb03f93aa481ec6fbe01ec74b2273285d144cb156cd46c8390e 9c99b940bdf91e6a3fee0bcc623d2674
16 24 0 101b26313c47525d68737e89949faab5 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c - - 6ea7535060b9e712c542d8c7a8200762
16 24 1 101b26313c47525d68737e89949faab5 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01 c8 9150540d7a89cd58dd8beb27da0dbe57
16 24 8 101b26313c47525d68737e89949faab5 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24 c81af2d1862f1cd4 5e6e37b31429f5e08af8c4eba0c7f035
16 24 12 101b26313c47525d68737e89949faab5 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24292e3338 c81af2d1862f1cd4cc67d76b fc5474d0e006d2087e7b669790410215
16 24 20 101b26313c47525d68737e89949faab5 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24292e33383d42474c51565b60 c81af2d1862f1cd4cc67d76b07fff6110bcd7d4c 186485a94d595c83870e1b823a0d23e0
16 24 24 101b26313c47525d68737e89949faab5 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24292e33383d42474c51565b60656a6f74 c81af2d1862f1cd4cc67d76b07fff6110bcd7d4cc350fedb 3d34fa288417c0cad2a1494f8d07bc38
16 24 36 101b26313c47525d68737e89949faab5 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 c81af2d1862f1cd4cc67d76b07fff6110bcd7d4cc350fedb90425bba4c3a1eef2e5fcdab b9a2dcb2cfaff2ffab7c4f5ee43ae376
16 28 0 101b26313c47525d68737e89949faab5 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 - - 08cde90c76809d6949b2b9cd27a0d733
16 28 1 101b26313c47525d68737e89949faab5 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 01 21 1afaa5fd06fa84051ed84cf7171f91e2
16 28 8 101b26313c47525d68737e89949faab5 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 01060b10151a1f24 219b683464cc5445 97787343b2de1144cf79e82e81d789d9
16 28 12 101b26313c47525d68737e89949faab5 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 01060b10151a1f24292e3338 219b683464cc544551aa4d01 51b892fbd0ae5e00a9d9bafb8a276b79
16 28 20 101b26313c47525d68737e89949faab5 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 01060b10151a1f24292e33383d42474c51565b60 219b683464cc544551aa4d01f1232456ab5d2fd1 75914dc0917610905b22663d435b8681
16 28 24 101b26313c47525d68737e89949faab5 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 01060b10151a1f24292e33383d42474c51565b60656a6f74 219b683464cc544551aa4d01f1232456ab5d2fd1dd8791bf cfbb00e4069d93adb4c4e4932b5b263e
16 28 36 101b26313c47525d68737e89949faab5 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 219b683464cc544551aa4d01f1232456ab5d2fd1dd8791bf8ab56e72012d68e54ebe59eb a303a74782f2fe1506d77e18369ea741
24 0 0 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a0a1a2a3a4a5a6a7a8a9aa - - - fcc0584770a69827518ac5bc8290aa35
24 0 1 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a0a1a2a3a4a5a6a7a8a9aa - 01 b7 32f13608d8614d23f84ef00591ba8cfd
24 0 8 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a0a1a2a3a4a5a6a7a8a9aa - 01060b10151a1f24 b7acddfa2c0f5a63 128a1ca405309423d7d81efbbd3a46b0
24 0 12 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a0a1a2a3a4a5a6a7a8a9aa - 01060b10151a1f24292e3338 b7acddfa2c0f5a6360705776 7898ef6a3ee8bdcdbea7944a2a621ff5
24 0 20 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a0a1a2a3a4a5a6a7a8a9aa - 01060b10151a1f24292e33383d42474c51565b60 b7acddfa2c0f5a63607057760463c38c16577f79 509bbd425bd9158d3095688d2fe76b87
24 0 24 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a0a1a2a3a4a5a6a7a8a9aa - 01060b10151a1f24292e33383d42474c51565b60656a6f74 b7acddfa2c0f5a63607057760463c38c16577f79a12c1768 ecfeb6b1b284005b372a9d53974d82bd
24 0 36 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a0a1a2a3a4a5a6a7a8a9aa - 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 b7acddfa2c0f5a63607057760463c38c16577f79a12c17688bd3c037598ba84ec8c0c0fb 2a25399f1d866b8447b6bfb0305a2277
24 1 0 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a1a2a3a4a5a6a7a8a9aaab 07 - - be94bd946aeb4845e91bb5cbfbaaced7
24 1 1 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a1a2a3a4a5a6a7a8a9aaab 07 01 62 c3f38377d948f694fc7d63535fc357b1
24 1 8 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a1a2a3a4a5a6a7a8a9aaab 07 01060b10151a1f24 62ab00c2c7f943bc bf327ad5ab4426b6ebafd0049e3c98fe
24 1 12 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a1a2a3a4a5a6a7a8a9aaab 07 01060b10151a1f24292e3338 62ab00c2c7f943bca4103690 37d5a311bb3ccb1544bec0153a1603a7
24 1 20 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a1a2a3a4a5a6a7a8a9aaab 07 01060b10151a1f24292e33383d42474c51565b60 62ab00c2c7f943bca4103690dcc43d4dc3b9202a ec0e7e2bfc8961107773e4e4a1a7ba3d
24 1 24 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a1a2a3a4a5a6a7a8a9aaab 07 01060b10151a1f24292e33383d42474c51565b60656a6f74 62ab00c2c7f943bca4103690dcc43d4dc3b9202ae1bb4939 becbaeb777f5e2d48c2c05c3e31734e7
24 1 36 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a1a2a3a4a5a6a7a8a9aaab 07 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 62ab00c2c7f943bca4103690dcc43d4dc3b9202ae1bb4939a87f08727fa37abb46aaf70a 3caae89d51841baf79a357a0986d610a
24 8 0 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a8a9aaabacadaeafb0b1b2 070a0d101316191c - - 11ab8648ee0a17500e41f3f00629c759
24 8 1 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01 b7 222a9c278d870a22a064ae18b3c270ca
24 8 8 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24 b7ea103c2b3662c0 a48c19651cb0ce11d6e19b6c9405e77b
24 8 12 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24292e3338 b7ea103c2b3662c0e72039a8 78b7c45e5e62d87fe9f63550c01bbed9
24 8 20 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24292e33383d42474c51565b60 b7ea103c2b3662c0e72039a8b979e83eb406c36c 7c7e4d3df9ed25f3ce13a12b53049864
24 8 24 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24292e33383d42474c51565b60656a6f74 b7ea103c2b3662c0e72039a8b979e83eb406c36c0faed49e 8bb8821aade8e1d98f1ac3ca03d2281a
24 8 36 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 a8a9aaabacadaeafb0b1b2 070a0d101316191c 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 b7ea103c2b3662c0e72039a8b979e83eb406c36c0faed49e3b1aae0c5bd786f39d89ed37 d7bfc9451f05860026831e29a77e55ac
24 11 0 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 - - 90e38f455c66cfe8a0695abaa23708b7
24 11 1 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01 a6 5ee961f639f44f01242dd0475247e21c
24 11 8 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24 a6cd6498aeab7a45 1d4acc4560122cfee3b45fe227ac62d7
24 11 12 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24292e3338 a6cd6498aeab7a457ebfb9eb fabb546a3e0d017edfb2d6c83ccf3341
24 11 20 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24292e33383d42474c51565b60 a6cd6498aeab7a457ebfb9eb0824911033b637ac 0fbb7a2d69db843a89a5c13dd37c36c9
24 11 24 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24292e33383d42474c51565b60656a6f74 a6cd6498aeab7a457ebfb9eb0824911033b637aca3ecd3ee 91682e246d0f0293952d85a56cf9656c
24 11 36 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 abacadaeafb0b1b2b3b4b5 070a0d101316191c1f2225 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 a6cd6498aeab7a457ebfb9eb0824911033b637aca3ecd3ee66871c0e93e560cfddd70a56 4f65b95238ecd445ed90f4f7c798cb5f
24 12 0 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 - - dbc18da606d58bb92379f1f913c9499b
24 12 1 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01 17 1c6ef836ce28a02b73ce1133a69fb711
24 12 8 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24 170119a5004f8148 90c34b82be02db9b686686927b334993
24 12 12 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24292e3338 170119a5004f8148a268b843 40b4138dd698019757ce0b9eb2d0aab7
24 12 20 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24292e33383d42474c51565b60 170119a5004f8148a268b84370d0db12ffe0447a af1b4ca8ad9cdfc93026308e67a66e0f
24 12 24 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24292e33383d42474c51565b60656a6f74 170119a5004f8148a268b84370d0db12ffe0447a9e78c660 e04fabb146a2d9126f510c552a12d25f
24 12 36 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 acadaeafb0b1b2b3b4b5b6 070a0d101316191c1f222528 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 170119a5004f8148a268b84370d0db12ffe0447a9e78c66051eba233e4df774c1e5cf36d 0bc1545604117cd615320ba1c8988747
24 13 0 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b - - ef515057287e8628e2614b9e691cfbb2
24 13 1 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01 dd ffb24e62b5b8af13eb6fe5b2b3a344e4
24 13 8 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24 dd535accda55e39f 05fb28fef3a44c26c9fbfd0cb947d119
24 13 12 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24292e3338 dd535accda55e39f31145e62 d5ea6c64723a3718655d8849f0376944
24 13 20 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24292e33383d42474c51565b60 dd535accda55e39f31145e6282dbbed37b6c6443 38ba340896709f3ac1657a0718ec00be
24 13 24 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24292e33383d42474c51565b60656a6f74 dd535accda55e39f31145e6282dbbed37b6c64431288c039 3a925a154ba39548eb9c0e098e07918f
24 13 36 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 adaeafb0b1b2b3b4b5b6b7 070a0d101316191c1f2225282b 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 dd535accda55e39f31145e6282dbbed37b6c64431288c039ec55841b5f40103b6a4d733e f977a9fea895efc38e4f1559a666a6bc
24 24 0 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c - - 45a295904bf37857823ab93be97d48f0
24 24 1 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01 e6 300bafc51d776c3414d5fc785a0eb6c5
24 24 8 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24 e6db324a55607341 3b56fbb53feb50a9cad2c53e8d4a6037
24 24 12 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24292e3338 e6db324a556073412da72c20 2efa07124eab9ada66898333e31062da
24 24 20 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24292e33383d42474c51565b60 e6db324a556073412da72c208aabd8a5f5ab5b82 599346aa59f43c18f896c96b99fdf156
24 24 24 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24292e33383d42474c51565b60656a6f74 e6db324a556073412da72c208aabd8a5f5ab5b821311953f bdb65dc0d923f92ca4f5a3786b91d99f
24 24 36 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 b8b9babbbcbdbebfc0c1c2 070a0d101316191c1f2225282b2e3134373a3d404346494c 01060b10151a1f24292e33383d42474c51565b60656a6f74797e83888d92979ca1a6abb0 e6db324a556073412da72c208aabd8a5f5ab5b821311953f24c375f2379e211b23d03693 15e7083972611b34e226362a33f3afed
24 28 0 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 - - cbba37a75d1bdd159d8a03ba342adf4f
24 28 1 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 01 36 bbe040d79a03599c26e48bb5de07bca1
24 28 8 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 01060b10151a1f24 362ade6973607aad 7a841077735f4548261afdb15cc89416
24 28 12 18232e39444f5a65707b86919ca7b2bdc8d3dee9f4ff0a15 bcbdbebfc0c1c2c3c4c5c6 070a0d101316191c1f2225282b2e3134373a3d404346494c4f525558 01060b10151a1f24292e3338 362ade6973607aadb10596f9 f466ad6c0d3a37e466cb6b17bdc6d2d8
